prefecture,city_code,city_name,No.,施設名,所在地,開放日,受入可能人数,開設場所,ウェブサイト,開放日時,type,備考,開放場所,開放時間,開始時間,終了時間,開放可能日,指定日,連絡先,休館日
33,33210,新見市,7,新見市菅生公民館,岡山県新見市菅生6135番地5,NA,10,NA,NA,平日 9:00-17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33210,新見市,8,新見市上市公民館,岡山県新見市上市257番地1,NA,20,NA,NA,平日 9:00-17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33210,新見市,9,新見市千屋公民館,岡山県新見市千屋実1435番地7,NA,10,NA,NA,平日 9:00-17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33210,新見市,10,新見市石蟹公民館,岡山県新見市石蟹115番地3,NA,10,NA,NA,平日 9:00-17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33210,新見市,11,新見市新見公民館,岡山県新見市新見823番地1,NA,20,NA,NA,平日 9:00-17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33210,新見市,12,新見市福本公民館,岡山県新見市菅生8832番地,NA,10,NA,NA,平日 9:00-17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33210,新見市,13,新見市西方公民館,岡山県新見市西方1085番地2,NA,10,NA,NA,平日 9:00-17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33210,新見市,14,新見市高尾公民館,岡山県新見市高尾823番地,NA,20,NA,NA,平日 9:00-17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33210,新見市,15,新見市大佐公民館,岡山県新見市大佐小阪部1469番地1,NA,10,NA,NA,平日 9:00-17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33210,新見市,16,新見市神郷公民館,岡山県新見市神郷下神代3936番地,NA,10,NA,NA,平日 9:00-17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33210,新見市,17,新見市哲多公民館,岡山県新見市哲多町本郷664番地1,NA,20,NA,NA,平日 9:00-17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33210,新見市,18,新見市哲西公民館,岡山県新見市哲西町矢田3604番地,NA,10,NA,NA,平日 9:00-17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,1,備前市役所,岡山県備前市東片上126番地,月~金 8:30~17:15,16,ロビー,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,2,三石ふれあいセンター,岡山県備前市三石1094番地,月~金 8:30~17:15,7,ロビー,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,3,日生総合支所,岡山県備前市日生町日生630番地,月~金 8:30~17:15,6,ロビー,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,4,吉永総合支所,岡山県備前市吉永町吉永中878番地,月~金 8:30~17:15,18,ロビー,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,5,三国出張所,岡山県備前市吉永町都留岐319番地,月~金 8:30~17:15,10,ロビー,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,6,備前市市民センター,岡山県備前市西片上17番地2,火~日 8:30~17:15 月・祝日の翌日,30,ロビー,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,7,日生市民会館,岡山県備前市日生町日生241番地87,火~日 8:30~17:15 月・祝日の翌日,11,エントランスホール,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,8,吉永地域公民館,岡山県備前市吉永町三股19番地,火~日 8:30~17:15 月・祝日の翌日,4,エントランスホール,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,9,いんべ会館,岡山県備前市伊部267番地1,月~金 9:00~17:00,8,調理実習室,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,10,西鶴山公民館,岡山県備前市畠田102番地1,月~金 9:00~17:00,15,ロビー,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,11,香登公民館,岡山県備前市香登本745番地1,月~金 9:00~17:00,30,ロビー,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,12,伊部公民館(リフレセンター),岡山県備前市伊部2264番地2,日~土 9:00~21:00,16,ロビー,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,13,伊里公民館,岡山県備前市友延409番地,火~土 9:00~17:00 日・月・祝日の翌日,3,ロビー,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,14,東鶴山公民館,岡山県備前市佐山2616番地,火~土 9:00~17:00 日・月・祝日の翌日,10,ロビー,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,15,日生東公民館,岡山県備前市日生町寒河3961番地2,火~日 9:00~17:00 月・祝日の翌日,11,ロビー,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,16,神根公民館,岡山県備前市吉永町神根本911番地,月~金 9:00~17:00,6,ロビー,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,17,備前市運動公園体育館(チオビタ運動公園),岡山県備前市久々井747番地,火~日 9:00~21:00 月・祝日の翌日,30,ロビー,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,18,備前市運動公園温水プール(チオビタ運動公園),岡山県備前市久々井747番地,火~日 9:00~21:00 月・祝日の翌日,18,ロビー,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,19,日生運動公園体育館,岡山県備前市日生町寒河380番地36,火~日 9:00~21:00 月・祝日の翌日,10,ロビー,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33211,備前市,20,吉永B&G海洋センター体育館,岡山県備前市吉永町吉永中291番地4,火~土 9:00~21:00 日 9:00~17:15 月 17:00~21:00 月(日中)・祝日の翌日,8,ロビー,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33212,瀬戸内市,1,牛窓町公民館,岡山県瀬戸内市牛窓町牛窓4910-1,NA,10人,NA,NA,NA,NA,NA,NA,8時30分から17時00分,NA,NA,NA,NA,NA,NA
33,33212,瀬戸内市,2,中央公民館,岡山県瀬戸内市邑久町尾張465-1,NA,10人,NA,NA,NA,NA,NA,NA,8時30分から17時00分,NA,NA,NA,NA,NA,NA
33,33212,瀬戸内市,3,裳掛コミュニティセンター,岡山県瀬戸内市邑久町虫明2,NA,10人,NA,NA,NA,NA,NA,NA,8時30分から17時00分,NA,NA,NA,NA,NA,NA
33,33212,瀬戸内市,4,ゆめトピア長船,岡山県瀬戸内市長船町土師277-4,NA,10人,NA,NA,NA,NA,NA,NA,8時30分から17時00分,NA,NA,NA,NA,NA,NA
33,33213,赤磐市,1,市役所本庁舎,岡山県赤磐市下市344,平日,12,1階ロビー,NA,NA,NA,NA,NA,NA,8:30,17:15,NA,NA,NA,NA
33,33213,赤磐市,2,山陽産業会館,岡山県赤磐市下市357-7,平日,5,1階ロビー、2階ロビー,NA,NA,NA,NA,NA,NA,8:30,17:15,NA,NA,NA,NA
33,33213,赤磐市,3,中央図書館,岡山県赤磐市下市325-1,休館日以外,24,1階くつろぎコーナー,NA,NA,NA,NA,NA,NA,9:30,18:15 (木曜日は19:15まで),NA,NA,NA,NA
33,33213,赤磐市,4,市役所東庁舎,岡山県赤磐市上市108-1,平日,6,1階ロビー,NA,NA,NA,NA,NA,NA,8:30,17:15,NA,NA,NA,NA
33,33213,赤磐市,5,山陽ふれあい公園,岡山県赤磐市正崎1368,休館日(月)以外,794,メインアリーナ、フィットネスアリーナ,NA,NA,NA,NA,NA,NA,9:00,21:00 (日曜日・祝日は17:00まで),NA,NA,NA,NA
33,33213,赤磐市,6,赤磐市消防本部庁舎,岡山県赤磐市津崎114,平日,15,1階ロビー(防災ルーム),NA,NA,NA,NA,NA,NA,8:30,17:15,NA,NA,NA,NA
33,33213,赤磐市,7,西山公民館,岡山県赤磐市西中220-1,休館日(火)以外,10,1階ロビー,NA,NA,NA,NA,NA,NA,9:00,22:00 (日曜日は17:15まで),NA,NA,NA,NA
33,33213,赤磐市,8,山陽公民館,岡山県赤磐市山陽1-10,休館日(水)以外,15,1階ロビー,NA,NA,NA,NA,NA,NA,9:00,22:00 (日曜日は17:15まで),NA,NA,NA,NA
33,33213,赤磐市,9,赤坂支所庁舎,岡山県赤磐市町苅田516,平日,6,1階市民コーナー,NA,NA,NA,NA,NA,NA,8:30,17:15,NA,NA,NA,NA
33,33213,赤磐市,10,熊山支所庁舎,岡山県赤磐市松木623,平日,5,1階ロビー,NA,NA,NA,NA,NA,NA,8:30,17:15,NA,NA,NA,NA
33,33213,赤磐市,11,熊山公民館,岡山県赤磐市松木623,休館日(水)以外,15,1階ロビー,NA,NA,NA,NA,NA,NA,9:00,19:00 (土曜日・日曜日は17:00まで),NA,NA,NA,NA
33,33213,赤磐市,12,桜が丘いきいき交流センター,岡山県赤磐市桜が丘東5-5-391,休館日(水)以外,30,エントランス,NA,NA,NA,NA,NA,NA,8:30,22:00 (土曜日・祝日は9:00から),NA,NA,NA,NA
33,33213,赤磐市,13,吉井支所庁舎,岡山県赤磐市周匝136,平日,10,1階ロビー,NA,NA,NA,NA,NA,NA,8:30,17:15,NA,NA,NA,NA
33,33213,赤磐市,14,赤磐市吉井B&G海洋センター,岡山県赤磐市草生1,休館日(月)以外,10,1階ロビー,NA,NA,NA,NA,NA,NA,9:00,21:00 (日曜日・祝日は17:00まで),NA,NA,NA,NA
33,33215,美作市,1,美作市役所,岡山県美作市栄町38-2,NA,10人,NA,NA,NA,NA,NA,NA,平日午前8時30分から午後5時15分まで,NA,NA,NA,NA,NA,NA
33,33215,美作市,2,勝田総合支所,岡山県美作市真加部1616,NA,10人,NA,NA,NA,NA,NA,NA,平日午前8時30分から午後5時15分まで,NA,NA,NA,NA,NA,NA
33,33215,美作市,3,大原総合支所,岡山県美作市古町1709,NA,10人,NA,NA,NA,NA,NA,NA,平日午前8時30分から午後5時15分まで,NA,NA,NA,NA,NA,NA
33,33215,美作市,4,東粟倉総合支所,岡山県美作市太田152-1,NA,10人,NA,NA,NA,NA,NA,NA,平日午前8時30分から午後5時15分まで,NA,NA,NA,NA,NA,NA
33,33215,美作市,5,作東総合支所,岡山県美作市江見945,NA,15人,NA,NA,NA,NA,NA,NA,平日午前8時30分から午後5時15分まで,NA,NA,NA,NA,NA,NA
33,33215,美作市,6,英田総合支所,岡山県美作市福本810-2,NA,15人,NA,NA,NA,NA,NA,NA,平日午前8時30分から午後5時15分まで,NA,NA,NA,NA,NA,NA
33,33215,美作市,7,美作保健センター,岡山県美作市北山390-2,NA,10人,NA,NA,NA,NA,NA,NA,平日午前8時30分から午後5時15分まで,NA,NA,NA,NA,NA,NA
33,33215,美作市,8,大原保健センター,岡山県美作市古町1850-1,NA,15人,NA,NA,NA,NA,NA,NA,火曜日から日曜日、午前8時30分から午後5時15分まで,NA,NA,NA,NA,NA,NA
33,33215,美作市,9,作東図書館,岡山県美作市江見945,NA,10人,NA,NA,NA,NA,NA,NA,"平日午前9時30分から午後6時まで(第3日曜,祝日休館)",NA,NA,NA,NA,NA,NA
33,33215,美作市,10,英田図書館,岡山県美作市福本806-1,NA,10人,NA,NA,NA,NA,NA,NA,"平日午前9時30分から午後6時まで(第3日曜,祝日休館)",NA,NA,NA,NA,NA,NA
33,33423,早島町,1,町民総合会館 ゆるびの舎,岡山県岡山県,NA,5,健康づくりセンター 1階 ロビー,https://www.town.hayashima.lg.jp/yurubinoya/index.html,NA,NA,NA,NA,NA,NA,NA,8時30分から17時(但し、月曜日(月曜日が祝祭日の場合は翌日以降の祝祭日で無い日)及び毎月最終木曜日を除く。),令和6年7月25日,早島町環境上下水道課 TEL(086)482-0617,NA
33,33461,矢掛町,1,矢掛町役場 本庁舎 1Fロビー,岡山県矢掛町矢掛3018,NA,10名程度,NA,NA,NA,NA,NA,NA,月〜金曜日 8:30〜17:15 (祝日をのぞく),NA,NA,NA,NA,NA,NA
33,33461,矢掛町,2,やかげ文化センター内 矢掛町立図書館,岡山県矢掛町矢掛2677-1,NA,10名程度,NA,NA,NA,NA,NA,NA,土、日曜日、祝日 10:00〜19:00,NA,NA,NA,NA,NA,NA
33,33606,鏡野町,1,鏡野町役場,岡山県鏡野町竹田660,NA,30人,NA,NA,NA,NA,NA,NA,月~金 8時30分~17時00分 (土曜日・日曜日、祝日を除く),NA,NA,NA,NA,NA,NA
33,33606,鏡野町,2,奥津振興センター,岡山県鏡野町井坂495,NA,40人,NA,NA,NA,NA,NA,NA,月~金 8時30分~17時00分 (土曜日・日曜日、祝日を除く),NA,NA,NA,NA,NA,NA
33,33606,鏡野町,3,上齋原振興センター,岡山県鏡野町上齋原514-1,NA,40人,NA,NA,NA,NA,NA,NA,月~金 8時30分~17時00分 (土曜日・日曜日、祝日を除く),NA,NA,NA,NA,NA,NA
33,33606,鏡野町,4,富振興センター,岡山県鏡野町富西谷125-1,NA,20人,NA,NA,NA,NA,NA,NA,月~金 8時30分~17時00分 (土曜日・日曜日、祝日を除く),NA,NA,NA,NA,NA,NA
33,33606,鏡野町,5,中央公民館,岡山県鏡野町竹田660,NA,80人,NA,NA,NA,NA,NA,NA,火~日 8時30分~17時00分 (月祝を除く),NA,NA,NA,NA,NA,NA
33,33606,鏡野町,6,P L A N T - 5 鏡野店,岡山県鏡野町布原136,NA,30人,NA,NA,NA,NA,NA,NA,月~日 9時30分~21時30分,NA,NA,NA,NA,NA,NA
33,33663,久米南町,1,久米南町コミュニティセンター,岡山県久米南町下弓削502-1,月~金,10人,NA,NA,NA,NA,NA,NA,8:30~17:00,NA,NA,NA,NA,NA,土日祝日は休み
33,33663,久米南町,2,久米南町文化センター,岡山県久米南町下弓削515-1,水~月,15人,NA,NA,NA,NA,NA,NA,9:00~18:00,NA,NA,NA,NA,NA,火は休み
33,33663,久米南町,3,久米南町保健福祉センター,岡山県久米南町下弓削515-1,月~金,10人,NA,NA,NA,NA,NA,NA,9:00~17:00,NA,NA,NA,NA,NA,土日祝日は休み
33,33666,美咲町,1,美咲町役場,岡山県美咲町原田1735番地,NA,10,1階ロビー,NA,NA,NA,NA,NA,土曜日、日曜日、祝日を除く 午前 8 時 30 分~午後 5 時 15 分,NA,NA,NA,NA,NA,NA
33,33666,美咲町,2,美咲町旭総合支所,岡山県美咲町西川1001番5,NA,10,2階ロビー,NA,NA,NA,NA,NA,土曜日、日曜日、祝日を除く 午前 8 時 30 分~午後 5 時 15 分,NA,NA,NA,NA,NA,NA
33,33666,美咲町,3,美咲町柵原総合支所,岡山県美咲町久木200番地8,NA,10,1階ロビー,NA,NA,NA,NA,NA,土曜日、日曜日、祝日を除く 午前 8 時 30 分~午後 5 時 15 分,NA,NA,NA,NA,NA,NA
33,33666,美咲町,4,美咲町立中央図書館,岡山県美咲町原田3100番地1,NA,10,館内,NA,NA,NA,NA,NA,毎週月曜日、第3日曜日、月末最終平日を除く 午前 10 時~午後 6 時,NA,NA,NA,NA,NA,NA
33,33666,美咲町,5,美咲町立旭図書館,岡山県美咲町西川1001番7,NA,10,館内,NA,NA,NA,NA,NA,毎週月曜日、第3日曜日、月末最終平日を除く 午前 10 時~午後 6 時,NA,NA,NA,NA,NA,NA
33,33666,美咲町,6,美咲町立柵原図書館,岡山県美咲町書副180番地,NA,10,館内,NA,NA,NA,NA,NA,毎週月曜日、第3日曜日、月末最終平日を除く 午前 10 時~午後 6 時,NA,NA,NA,NA,NA,NA
33,33666,美咲町,7,美咲町公民館本館(中央公民館),岡山県美咲町原田3100番地1,NA,10,館内,NA,NA,NA,NA,NA,午前 8 時 30 分~午後 5 時,NA,NA,NA,NA,NA,NA
